Frequency (Hz),Magnitude
0.0,3.2039002267573697
0.3846153846153846,0.9518238221002723
0.7692307692307692,0.4458708167619004
1.1538461538461537,0.8068708683591149
1.5384615384615383,0.5790223630255751
1.923076923076923,0.6444635790467093
2.3076923076923075,0.6891673059460454
2.692307692307692,0.6135460907595482
3.0769230769230766,0.6022140043024014
3.4615384615384612,0.39018386758501217
3.846153846153846,0.5659892370711976
4.230769230769231,0.4766802616441708
4.615384615384615,0.5107440255238566
5.0,0.7445952126704773
5.384615384615384,1.0536177301716252
5.769230769230769,0.8496632536119973
6.153846153846153,0.9123638718976947
6.538461538461538,0.40370261090072745
6.9230769230769225,0.8779656399723015
7.3076923076923075,0.6868512384392736
7.692307692307692,0.985820397687482
8.076923076923077,1.1284436326016671
8.461538461538462,0.9485210041199958
8.846153846153847,1.3467552985963986
9.23076923076923,0.6780606905646347
9.615384615384615,1.3193548031034779
10.0,3.4586117467557154
10.384615384615385,1.4716939532269462
10.769230769230768,5.6401394485863845
11.153846153846153,3.3585563647217094
11.538461538461538,2.843837774300181
11.923076923076923,1.9699522366908637
12.307692307692307,1.9626217143928593
12.692307692307692,1.5089462586544398
13.076923076923077,1.6523171655596587
13.461538461538462,1.7503751643665135
13.846153846153845,0.5177364968182858
14.23076923076923,1.8918553145274075
14.615384615384615,1.6542077266655029
15.0,2.1031612058199407
15.384615384615383,0.42985778982699835
15.769230769230768,0.9906552065361199
16.153846153846153,1.6854386482317154
16.538461538461537,1.57832795630103
16.923076923076923,1.4115568781294332
17.307692307692307,3.2129201213415515
17.692307692307693,1.634927209174466
18.076923076923077,1.4868260347129238
18.46153846153846,3.3303699372770437
18.846153846153847,1.1614962724288562
19.23076923076923,4.930645409048385
19.615384615384613,2.952632889463866
20.0,7.1130811171673285
20.384615384615383,1.9914722966186174
20.76923076923077,5.1651636004840835
21.153846153846153,3.7741086912919664
21.538461538461537,4.161509042821995
21.923076923076923,4.1746858015069925
22.307692307692307,3.535138684849976
22.69230769230769,2.7548976001648273
23.076923076923077,2.4022163706016424
23.46153846153846,1.0149531934996128
23.846153846153847,1.724028014112763
24.23076923076923,1.7996903597637657
24.615384615384613,0.5287734612971329
25.0,1.89369491814245
25.384615384615383,1.4852698766064292
25.76923076923077,0.7824312434643595
26.153846153846153,0.974174450423441
26.538461538461537,1.749911801675071
26.923076923076923,1.0430053387314475
27.307692307692307,2.2381080364287174
27.69230769230769,0.9160743040898136
28.076923076923077,1.4114737092193144
28.46153846153846,1.7398959968189098
